BUSINESS NAME,BUSINESS OPEN DATE,BUSINESS STATUS,BUSINESS CLOSE DATE,NAICS CODE,NAICS CATEGORY,NAICS GROUP,FULL STREET NAME,CITY,STATE,LATITUDE,LONGITUDE
BATONHOTEL LLC,04/18/2014,C,01/04/2017,721000,Accommodation,ACCOMODATION & FOOD SERVICES (I),HARDING BLVD,BATON ROUGE,LA,-91.155873364292,30.520741525909
BATONHOTEL LLC,04/18/2014,C,01/04/2017,721000,Accommodation,ACCOMODATION & FOOD SERVICES (I),PLAZA AMERICANA DR,BATON ROUGE,LA,-91.073758875028,30.427143611367
J & A CAR WASH LLC,01/02/2007,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),N SHERWOOD FOREST DR,BATON ROUGE,LA,-91.057701666262,30.47073213296
TONYA WRIGHT,01/05/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),GOVERNMENT ST,BATON ROUGE,LA,-91.148886949407,30.443833430991
HENRY & CLARA KEMP,09/14/2011,C,09/14/2011,454000,Nonstore Retailers,RETAIL TRADE (G),N 38TH ST,BATON ROUGE,LA,-91.152565048552,30.466157057389
AWC INC,01/01/2010,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),INDUSTRIPLEX BLVD,BATON ROUGE,LA,-91.053157189289,30.386968529036
A & LK COUNSELING LLC,01/02/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),INTERLINE AVE,BATON ROUGE,LA,-91.080466230562,30.422829375178
JENKA PHOTOGRAPHY LLC,04/01/2013,C,12/31/2013,815000,Miscellaneous Other Services,OTHER SERVICES (I),HUNTERS PARK AVE,BATON ROUGE,LA,-91.022125826767,30.405632107023
KRJK ENTERPRISE INC,06/12/2012,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.069379702551,30.366180514656
JOSEPH BROWN,07/10/2008,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),PERKINS RD,BATON ROUGE,LA,-91.119846502417,30.402748274139
CALS CUSTOMS LLC,10/01/2010,O,,811000,Repair & Maintenance,OTHER SERVICES (I),WOODDALE BLVD,BATON ROUGE,LA,-91.114901191072,30.46873254135
SEW IMAGINE THAT LLC,03/01/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),MORGAN MEADOW AVE,BATON ROUGE,LA,-91.051933660288,30.543055793463
BIRTH CENTER OF BATON ROUGE LLC,05/01/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),PICARDY AVE,BATON ROUGE,LA,-91.105447423999,30.397465068677
CHHONG MEAN,08/01/2011,C,02/28/2013,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),HIGHLAND RD,BATON ROUGE,LA,-91.177342602985,30.421633421358
COOKIES BY GAIL LLC,08/11/2011,O,,454000,Nonstore Retailers,RETAIL TRADE (G),BENNINGTON AVE,BATON ROUGE,LA,-91.124099768529,30.41711434182
PEAK PERFORMANCE PHYSICAL THERAPY & FITNESS LLC,04/01/2010,C,06/30/2021,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),JEFFERSON HWY,BATON ROUGE,LA,-91.070328973099,30.409076194506
LANDERS ENTERPRISES LLC,01/06/2011,O,,531000,Real Estate,FINANCE & INSURANCE,JEFFERSON HWY,BATON ROUGE,LA,-91.095288325933,30.419083166484
MORRIS CONSTRUCTION OF BATON ROUGE LLC,01/01/2007,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),HIGHLAND RD,BATON ROUGE,LA,-91.172934841415,30.403651718941
ABU ALI INC,03/20/2011,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),N FOSTER DR,BATON ROUGE,LA,-91.140145129078,30.488496674223
ABU ALI INC,03/20/2011,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),N FOSTER DR,BATON ROUGE,LA,-91.140145129078,30.488496674223
ABU ALI INC,03/20/2011,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),N FOSTER DR,BATON ROUGE,LA,-91.140145129078,30.488496674223
ABUE CHDAD INC,09/01/2011,C,09/01/2011,445000,Food & Beverage Stores,RETAIL TRADE (G),GUS YOUNG AVE,BATON ROUGE,LA,-91.145082695391,30.461865905024
ABUE CHDAD INC,09/01/2011,C,09/01/2011,445000,Food & Beverage Stores,RETAIL TRADE (G),GUS YOUNG AVE,BATON ROUGE,LA,-91.145082695391,30.461865905024
ABUE CHDAD INC,09/01/2011,C,09/01/2011,445000,Food & Beverage Stores,RETAIL TRADE (G),GUS YOUNG AVE,BATON ROUGE,LA,-91.145082695391,30.461865905024
STANTEC CONSULTING SERVICE INC,05/25/2012,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",MAIN ST,BATON ROUGE,LA,-91.185681646934,30.451426206735
LOUISIANA SYMPHONY ASSOCIATION INC,12/07/2010,O,,711000,"Performing Arts, Spectator Sports & Related Industries","ARTS, ENTERTAINMENT & RECREATION (I)",AIRLINE HWY,BATON ROUGE,LA,-91.035725660958,30.376683538385
SATIN LLC,03/18/2010,C,02/09/2012,812000,Personal & Laundry Services,OTHER SERVICES (I),OLD HAMMOND HWY,BATON ROUGE,LA,-91.031820950061,30.447857399166
SATIN LLC,03/18/2010,C,02/09/2012,812000,Personal & Laundry Services,OTHER SERVICES (I),OLD HAMMOND HWY,BATON ROUGE,LA,-91.031591973406,30.448029992678
DISCOUNT PLUMBING REPAIR LLC,01/12/2010,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),BLACK OAK DR,BATON ROUGE,LA,-91.059052893495,30.465092348991
S & Z TRANSPORTATION LLC,07/03/2013,O,,484000,Truck Transportation,TRANSPORTATION & WAREHOUSING (E),OUTRIGGER DR,BATON ROUGE,LA,-91.013999476198,30.444628775072
THREADING BOUTIQUE LLC,09/05/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.083499425657,30.432879077008
MURDOCKS SMOKEHOUSE LLC,03/05/2014,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),S REDONDO DR,BATON ROUGE,LA,-91.083640282684,30.463960778369
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),BURBANK DR,BATON ROUGE,LA,-91.125125416758,30.360430378908
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SIEGEN LN,BATON ROUGE,LA,-91.073805780786,30.368411087726
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.03470710909,30.462219712197
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),HIGHLAND RD,BATON ROUGE,LA,-91.176653661146,30.419005170794
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SCENIC HWY,BATON ROUGE,LA,-91.168673757589,30.47334196245
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SULLIVAN RD,BATON ROUGE,LA,-91.028273041285,30.543768728882
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.055312124233,30.399088239242
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.1041426072,30.451532997994
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),PLANK RD,BATON ROUGE,LA,-91.135137263791,30.551966793204
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SCENIC HWY,BATON ROUGE,LA,-91.178530291873,30.520779521923
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.057108130139,30.433153485881
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),S FOSTER DR,BATON ROUGE,LA,-91.138803383938,30.444327492375
JACKIANA LLC,09/09/2013,C,08/01/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.107945964438,30.470812204756
HAMZA INC,11/12/2013,O,,448000,Clothing & Clothing Accessories Stores,RETAIL TRADE (G),GREENWELL SPRINGS RD,BATON ROUGE,LA,-91.090654774535,30.483757114027
PURIGEAUX CLEANING SERVICES LLC,12/01/2020,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),O'NEAL LN,BATON ROUGE,LA,-91.010474924704,30.445208384613
PATTON BRANTLEY REALTY GROUP LLC,01/01/2010,O,,531000,Real Estate,FINANCE & INSURANCE,SPRINGROSE AVE,BATON ROUGE,LA,-91.115345087651,30.343798873231
JACOBS PROJECT MANAGEMENT COMPANY,01/02/2010,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",ESSEN LN,BATON ROUGE,LA,-91.10430784205,30.402644023864
WJF ENTERPRISES LLC,06/06/2012,C,08/08/2023,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),HIGHLAND RD,BATON ROUGE,LA,-91.122915924197,30.370148075513
VITAMIN SHOPPE INDUSTRIES INC,12/16/2012,O,,446000,Health & Personal Care Stores,RETAIL TRADE (G),ANDREA DR,BATON ROUGE,LA,-91.065966594081,30.378752349806
JAMELL T WILLIAMSON,06/07/2013,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),LANDWOOD DR,BATON ROUGE,LA,-91.101420792924,30.45702318371
BONE & JOINT SPINE TREATMENT CTR LLC,01/02/2014,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),PERKINS RD,BATON ROUGE,LA,-91.125763888961,30.406799914028
AAZZEO LC,07/01/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.129005666053,30.452955475296
B AND G FOOD ENTERPRISES LLC,10/01/2010,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),BURBANK DR,BATON ROUGE,LA,-91.176466698309,30.401274044549
TILLAGE INTERIORS INC,07/18/2012,C,08/13/2012,236000,Construction of Buildings,CONSTRUCTION ( C ),CHOCTAW DR,BATON ROUGE,LA,-91.161663513133,30.47024796814
GO VAPOR LLC,12/01/2013,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),HIGHLAND RD,BATON ROUGE,LA,-91.12270061544,30.369991350003
SIMMONS ASSET MANAGEMENT LLC,04/07/2010,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),CASTILE AVE,BATON ROUGE,LA,-91.129648529266,30.440116179918
T MO TIRE SERVICE LLC,11/04/2013,C,04/20/2016,811000,Repair & Maintenance,OTHER SERVICES (I),WALLIS ST,BATON ROUGE,LA,-91.03985881673,30.464077223325
TURF SCAPE INDUSTRIAL LLC,09/01/2013,O,,811000,Repair & Maintenance,OTHER SERVICES (I),INDUSTRIPLEX BLVD,BATON ROUGE,LA,-91.044487548457,30.3840875418
ALYSSA BELL,03/01/2011,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),DALLAS DR,BATON ROUGE,LA,-91.111313898082,30.468053427742
LOVELY NAILS,10/01/2010,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),ESSEN LN,BATON ROUGE,LA,-91.108395636651,30.396252918138
LOVELY NAILS,10/01/2010,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),GOVERNMENT ST,BATON ROUGE,LA,-91.15736237601,30.443900004077
PARADISE HAIR AND NAIL BAR LLC,02/01/2014,C,05/31/2023,815000,Miscellaneous Other Services,OTHER SERVICES (I),JEFFERSON HWY,BATON ROUGE,LA,-91.07473495803,30.40964026098
DEREK RAMON BELL,07/26/2013,O,,484000,Truck Transportation,TRANSPORTATION & WAREHOUSING (E),MARILYN DR,BATON ROUGE,LA,-91.076620719829,30.44742687207
CPLACE UNIVERSITY SNF LLC,10/01/2011,O,,623000,Nursing & Residential Care Facilities,HEALTH CARE & SOCIAL ASSISTANCE (I),NORTH BLVD,BATON ROUGE,LA,-91.148434992182,30.44865254653
MCCRAYS AUTO SALES LLC,01/01/2011,O,,441000,Motor Vehicle & Parts Dealer,RETAIL TRADE (G),FLORIDA BLVD,BATON ROUGE,LA,-91.093618187175,30.452023119023
ANJELIK BAIL BONDS LLC,05/15/2010,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),PLANK RD,BATON ROUGE,LA,-91.162387476672,30.473731875704
A&M'S RISING JANITORIAL AND CLEANING SERVICES LLC,02/13/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),MAYWOOD AVE,BATON ROUGE,LA,-91.151355079266,30.45227054306
HAMED LLC,05/01/2012,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),BASCOM WAY,BATON ROUGE,LA,-91.104447165614,30.396150601239
JASMIN I INC,01/02/2014,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),AIRLINE HWY,BATON ROUGE,LA,-91.115966604379,30.48013061522
JASMIN I INC,01/02/2014,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),N SHERWOOD FOREST DR,BATON ROUGE,LA,-91.057713875967,30.468300715938
LAVIGNE OIL COMPANY OF BATON ROUGE LLC,02/16/2009,O,,447000,Gasoline Stations,RETAIL TRADE (G),S CHOCTAW DR,BATON ROUGE,LA,-91.088033288865,30.471242362508
DG LOUISIANA LLC,09/15/2013,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PLANK RD,BATON ROUGE,LA,-91.158445783564,30.486134808895
DG LOUISIANA LLC,09/15/2013,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PLANK RD,BATON ROUGE,LA,-91.158445783564,30.486134808895
HERRICK CONSULTING GROUP INC,07/01/2013,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.052048724215,30.419627024818
ANTHONY BARROW,03/01/2014,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),KAUFMAN ST,BATON ROUGE,LA,-91.169303574075,30.510403372439
ANTHONY BARROW,03/01/2014,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),EVANGELINE ST,BATON ROUGE,LA,-91.14244568857,30.492912390717
FAMILY DOLLAR STORES OF LA INC,03/01/2012,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),O'NEAL LN,BATON ROUGE,LA,-91.007908325517,30.456859684573
FAMILY DOLLAR STORES OF LA INC,03/01/2012,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),O'NEAL LN,BATON ROUGE,LA,-91.007908325517,30.456859684573
UNITED DESIGN STONE LLC,12/18/2008,O,,444000,Building Material & Garden Equip & Supplies Dealer,RETAIL TRADE (G),HIGHLAND TRACE DR,BATON ROUGE,LA,-91.076136547803,30.352933245447
VANDOLYN TAYLOR,01/02/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.085823547803,30.433303198152
VINCENTE PROPERTIES LLC,10/09/2010,O,,721000,Accommodation,ACCOMODATION & FOOD SERVICES (I),HIGHLAND RD,BATON ROUGE,LA,-91.181726043691,30.429031563587
SHARON VALENCIA,09/06/2013,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",DIJON DR,BATON ROUGE,LA,-91.111994876338,30.401716196035
DARRELL E RUSSELL,05/10/2014,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),LOCKEFIELD DR,BATON ROUGE,LA,-91.041314221449,30.423425612668
FIRST FINANCIAL OF BATON ROUGE LLC,01/01/2009,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),GALERIA DR,BATON ROUGE,LA,-91.050473768516,30.405442854853
HMG PHYSICIANS LLC,04/01/2013,O,,621000,Ambulatory Health Care Services,HEALTH CARE & SOCIAL ASSISTANCE (I),FLORIDA ST,BATON ROUGE,LA,-91.1531233058,30.450052663032
EAGLE EYE FINANCIAL SOLUTIONS INC,09/01/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),MONTICELLO BLVD,BATON ROUGE,LA,-91.050646397472,30.494134443552
SOUTHERN CHARM MARKETPLACE LLC,07/05/2013,O,,442000,Furniture & Home Furnishing Stores,RETAIL TRADE (G),HOOPER RD,BATON ROUGE,LA,-91.040583872748,30.553832609113
RAISING CANE'S RESTAURANTS LLC,01/01/2010,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),W LEE DR,BATON ROUGE,LA,-91.160916795704,30.393205481146
CASSANDRA L WOODS,10/11/2012,C,10/11/2012,454000,Nonstore Retailers,RETAIL TRADE (G),INDIANA ST,BATON ROUGE,LA,-91.192045009337,30.422679137158
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),BURBANK DR,BATON ROUGE,LA,-91.125125416758,30.360430378908
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SIEGEN LN,BATON ROUGE,LA,-91.073805780786,30.368411087726
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.03470710909,30.462219712197
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),HIGHLAND RD,BATON ROUGE,LA,-91.176653661146,30.419005170794
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SCENIC HWY,BATON ROUGE,LA,-91.168673757589,30.47334196245
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SULLIVAN RD,BATON ROUGE,LA,-91.028273041285,30.543768728882
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.055312124233,30.399088239242
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.1041426072,30.451532997994
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),PLANK RD,BATON ROUGE,LA,-91.135137263791,30.551966793204
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),SCENIC HWY,BATON ROUGE,LA,-91.178530291873,30.520779521923
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.057108130139,30.433153485881
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),S FOSTER DR,BATON ROUGE,LA,-91.138803383938,30.444327492375
JACKIANA LLC,09/09/2013,C,07/31/2022,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),AIRLINE HWY,BATON ROUGE,LA,-91.107945964438,30.470812204756
BACIO LLC,07/15/2013,O,,454000,Nonstore Retailers,RETAIL TRADE (G),N 5TH ST,BATON ROUGE,LA,-91.185767588488,30.452073265745
HARRISON METAL WORKS INC,01/02/2009,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),S CHOCTAW DR,BATON ROUGE,LA,-91.101005315239,30.471090787022
GAUPP-WOZNIAK COMMUNICATIONS,03/01/2007,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),COTTAGE OAK AVE,BATON ROUGE,LA,-91.062491806711,30.356318655244
CMRG-BR INVESTMENTS LP,12/19/2013,C,06/20/2019,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),BLUEBONNET BLVD,BATON ROUGE,LA,-91.109787521481,30.355999846818
THE KREATIVE KREOLE LLC,02/11/2013,C,08/30/2013,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),GEORGE O'NEAL RD,BATON ROUGE,LA,-91.013513103938,30.406947241539
EDR CONSTRUCTION LLC,07/15/2009,O,,236000,Construction of Buildings,CONSTRUCTION ( C ),CONVENTION ST,BATON ROUGE,LA,-91.146817117141,30.449156536962
SPECIAL CARE SERVICES OF LOUISIANA INC,10/01/2009,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),O'NEAL LN,BATON ROUGE,LA,-91.008082386842,30.434965550777
DANG LLC,02/10/2012,C,04/30/2012,812000,Personal & Laundry Services,OTHER SERVICES (I),OLD HAMMOND HWY,BATON ROUGE,LA,-91.031820950061,30.447857399166
DANG LLC,02/10/2012,C,04/30/2012,812000,Personal & Laundry Services,OTHER SERVICES (I),OLD HAMMOND HWY,BATON ROUGE,LA,-91.031591973406,30.448029992678
BATON ROUGE SIGN & GRAPHICS LLC,01/01/2014,O,,423000,"Merchant Wholesalers, Durable Goods",WHOLESALE TRADE (F),MAMMOTH AVE,BATON ROUGE,LA,-91.086402899719,30.473747601416
G PERROTT  C WEBB  J DAY  D LINDSAY,04/03/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),ABSHIRE AVE,BATON ROUGE,LA,-91.002955218821,30.434767676862
KIMBERLY WILLIAMS,11/04/2008,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),O'NEAL LN,BATON ROUGE,LA,-91.007289384835,30.419715519251
COLLIERS GALLERY LLC,01/02/2011,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),GOVERNMENT ST,BATON ROUGE,LA,-91.144770052099,30.444220544358
ECOSYSTEM RENEWAL LLC,08/31/2010,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),BROOKLINE AVE,BATON ROUGE,LA,-91.082930792862,30.428436990042
A & W MATTHEWS CONSTRUCTION LLC,02/16/2009,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),NEWBURY DR,BATON ROUGE,LA,-91.045031354848,30.484538633686
BLISS TRAVEL LLC,06/01/2012,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),CARLENE AVE,BATON ROUGE,LA,-91.118271559887,30.523208931977
LED INC,04/23/2012,C,07/28/2017,339000,Miscellaneous Manufacturing,MANUFACTURING (D),DARRYL DR,BATON ROUGE,LA,-91.056789677299,30.470825661009
DONNA MOON,04/30/2012,C,09/12/2013,815000,Miscellaneous Other Services,OTHER SERVICES (I),SUMMA AVE,BATON ROUGE,LA,-91.099439789366,30.398775423909
TAM EMILY HUYNH LLC,03/13/2012,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),O'NEAL LN,BATON ROUGE,LA,-91.006796038067,30.432343844541
KEMPER ENGINEERING SERVICES LLC,01/01/2007,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",JAMESTOWN AVE,BATON ROUGE,LA,-91.138066341931,30.420963628801
SMOKECIGNALS LLC,10/01/2013,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.071167056969,30.367516156301
DORM ROOM KUTZ LLC,08/20/2013,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),NICHOLSON DR,BATON ROUGE,LA,-91.178814409641,30.398478220386
DWHTIME LLC,06/20/2012,C,06/28/2012,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),FLORIDA BLVD,BATON ROUGE,LA,-91.053321264217,30.458645652903
METICULOUS SPA LLC,08/15/2011,O,,812000,Personal & Laundry Services,OTHER SERVICES (I),FOREST OAKS CT,BATON ROUGE,LA,-91.051041676607,30.461715219174
JAMES M FIELD A LAW CORPORATION,01/02/2010,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",W FAIRWAY DR,BATON ROUGE,LA,-91.09434828575,30.429498621186
AGRAS STONE LLC,03/29/2011,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),WINTERHUE DR,BATON ROUGE,LA,-91.081622537342,30.354930642515
RUMFOLA SALES & SERVICE LLC,02/04/2013,O,,454000,Nonstore Retailers,RETAIL TRADE (G),DARRYL DR,BATON ROUGE,LA,-91.051085436899,30.470891435466
WESTMORELAND PUBLISHING COMPANY INC,10/27/2012,C,12/31/2014,339000,Miscellaneous Manufacturing,MANUFACTURING (D),SAINT CHARLES ST,BATON ROUGE,LA,-91.185475940385,30.44104272459
THE BATON ROUGE OFFICE OF LILES PARKER LLC,09/11/2012,O,,541000,"Professional, Scientific & Technical Services","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERV",UNITED PLAZA BLVD,BATON ROUGE,LA,-91.096797317367,30.411799696268
SANDY T SCHOEFFLER,05/01/2011,C,05/01/2011,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),LANCELOT DR,BATON ROUGE,LA,-91.045576998742,30.424742786444
BONILLA ENTERPRISES LLC,09/13/2013,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),JOHN NEWCOMBE AVE,BATON ROUGE,LA,-91.088104665139,30.381034088859
PAUL TAYLOR,03/01/2014,O,,815000,Miscellaneous Other Services,OTHER SERVICES (I),GAINES MILL AVE,BATON ROUGE,LA,-90.993349806219,30.406624059552
NEW YORK BAKERY CAFE LLC,07/01/2014,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),AIRLINE HWY,BATON ROUGE,LA,-91.035725660958,30.376683538385
NEW YORK BAKERY CAFE LLC,07/01/2014,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),PERKINS RD,BATON ROUGE,LA,-91.105808588671,30.388493132872
NEW YORK BAKERY CAFE LLC,07/01/2014,O,,445000,Food & Beverage Stores,RETAIL TRADE (G),LEE DR,BATON ROUGE,LA,-91.158313602092,30.396110683036
GEAUX NOVELTIES INC,06/14/2013,O,,453000,Miscellaneous Store Retailers,RETAIL TRADE (G),S SHERWOOD FOREST BLVD,BATON ROUGE,LA,-91.05214405492,30.424624347977
MPJJ LLC,06/01/2013,C,09/30/2019,815000,Miscellaneous Other Services,OTHER SERVICES (I),NORTH BLVD,BATON ROUGE,LA,-91.181719383936,30.447637749753
CARLTONS CRAWFISH ENTERPRISES LLC,01/01/2013,O,,722000,Food Services & Drinking Places,ACCOMODATION & FOOD SERVICES (I),HOOPER RD,BATON ROUGE,LA,-91.047011568581,30.549547923352
DERRICK J REVISH,12/01/2012,C,10/31/2016,454000,Nonstore Retailers,RETAIL TRADE (G),SCENIC HWY,BATON ROUGE,LA,-91.179016035576,30.52096333167
J DUPUY CONSTRUCTION LLC,08/10/2011,O,,238000,Specialty Trade Contractors,CONSTRUCTION ( C ),HONEYWOOD AVE,BATON ROUGE,LA,-91.011377395746,30.450313675024
DERRICK WILLIAMS ENTERPRISES INC,01/02/2010,O,,484000,Truck Transportation,TRANSPORTATION & WAREHOUSING (E),O'NEAL RD,BATON ROUGE,LA,-90.999237640707,30.38160070677
